Date,SR ID,Route Name,Shop Name,Visit Start,Visit End,GPS Status,Product Category,SKU Name,Qty (Pcs),Unit Price,Total Val,Stock in Shop,Order Status,Payment Mode,Shop ID,Order ID,Distributor Name,Latitude,Longitude,Return Order,SR Daily Target
21-Mar-26,SR-145,Narayanganj,Omar Store,16:17:50,16:27:01,Weak,Electronics,Vision LED TV 32,23,4034,92782,19,Confirmed,Nagad,SHOP-3278,ORD-582052,Dhaka South Depot,23.6238,90.5,No,40000
22-Mar-26,SR-12,Uttara-10,Karim Store,16:14:33,16:35:24,Not Matched,Plastics,RFL Storage Box,3,2983,8949,56,Confirmed,Credit,SHOP-7825,ORD-764523,Dhaka South Depot,23.8738,90.3984,No,30000
05-Mar-26,SR-81,Narayanganj,Sadia Store,12:55:14,13:03:01,Weak,Plastics,RFL 20L Bucket,17,1557,26469,10,Confirmed,bKash,SHOP-9453,ORD-547944,Dhaka South Depot,23.6238,90.5,No,40000
29-Mar-26,SR-64,Savar,City General Store,16:29:55,16:48:36,Matched,Furniture,RFL Wardrobe,1,709,709,41,Confirmed,Nagad,SHOP-4244,ORD-310266,Dhaka South Depot,23.8583,90.2667,No,30000
31-Mar-26,SR-40,Mirpur-10,Tanzim Traders,09:10:31,09:29:31,Matched,Furniture,RFL Dining Table,25,1235,30875,50,Confirmed,Nagad,SHOP-5027,ORD-411219,Dhaka South Depot,23.8067,90.3687,No,40000
26-Mar-26,SR-115,Uttara-3,Hasan Traders,16:35:27,16:41:38,Matched,Electronics,Vision LED TV 32,25,161,4025,19,Cancelled,Nagad,SHOP-8485,ORD-938504,Chittagong Depot,23.8759,90.3795,No,40000
19-Mar-26,SR-60,Narayanganj,Rahman Traders,13:10:10,13:21:15,Matched,Household,RFL Mop Set,13,5589,72657,7,Confirmed,Nagad,SHOP-5211,ORD-256546,Gazipur Distributor,23.6238,90.5,No,30000
12-Mar-26,SR-76,Chittagong,Omar Store,11:11:40,11:22:16,Matched,Electronics,Vision LED TV 32,17,4964,84388,7,Pending,Nagad,SHOP-6864,ORD-725887,Chittagong Depot,22.3569,91.7832,No,50000
05-Mar-26,SR-65,Chittagong,New Market Traders,14:59:36,15:15:29,Matched,Household,RFL Mop Set,12,4534,54408,3,Confirmed,bKash,SHOP-1698,ORD-170372,Narayanganj Hub,22.3569,91.7832,No,60000
26-Mar-26,SR-134,Gazipur,Al Madina Shop,16:30:08,16:45:03,Matched,Household,RFL Dustbin,13,2855,37115,41,Pending,Credit,SHOP-3561,ORD-327930,Dhaka South Depot,24.0023,90.4264,No,40000
15-Mar-26,SR-58,Narayanganj,Sadia Store,14:08:13,14:30:39,Matched,Plastics,RFL Storage Box,5,5533,27665,12,Confirmed,Nagad,SHOP-1123,ORD-722773,Chittagong Depot,23.6238,90.5,No,40000
06-Mar-26,SR-134,Chittagong,Tanzim Traders,09:32:29,09:53:30,Matched,Kitchenware,RFL Food Carrier,3,3872,11616,10,Cancelled,Cash,SHOP-7324,ORD-855239,Chittagong Depot,22.3569,91.7832,No,30000
06-Mar-26,SR-88,Chittagong,Hasan Traders,16:19:38,16:35:34,Matched,Furniture,RFL Wardrobe,12,2587,31044,46,Confirmed,Credit,SHOP-7563,ORD-864154,Chittagong Depot,22.3569,91.7832,No,50000
09-Mar-26,SR-127,Dhanmondi,Rahman Traders,16:02:07,16:10:47,Matched,Plastics,RFL Storage Box,1,5494,5494,34,Confirmed,bKash,SHOP-4880,ORD-821608,Chittagong Depot,23.7461,90.3742,No,30000
24-Mar-26,SR-90,Mirpur-10,Tanzim Traders,16:54:42,17:20:01,Matched,Plastics,RFL Plastic Chair,4,150,600,55,Confirmed,Cash,SHOP-6725,ORD-420017,Dhaka North Depot,23.8067,90.3687,No,40000
29-Mar-26,SR-93,Uttara-3,Karim Store,12:16:23,12:39:22,Matched,Household,RFL Dustbin,2,1933,3866,57,Confirmed,Credit,SHOP-3759,ORD-203558,Gazipur Distributor,23.8759,90.3795,No,30000
12-Mar-26,SR-39,Gazipur,Hasan Traders,15:56:07,16:14:54,Matched,Kitchenware,RFL Food Carrier,21,1086,22806,7,Confirmed,Nagad,SHOP-9153,ORD-862404,Gazipur Distributor,24.0023,90.4264,No,50000
03-Mar-26,SR-7,Mohammadpur,Sadia Store,13:55:43,14:20:39,Not Matched,Plastics,RFL Storage Box,16,565,9040,37,Confirmed,Nagad,SHOP-8242,ORD-415178,Gazipur Distributor,23.757,90.358,No,30000
11-Mar-26,SR-15,Uttara-10,Maa Enterprise,15:19:03,15:39:02,Matched,Household,RFL Mop Set,12,2465,29580,7,Pending,bKash,SHOP-6805,ORD-452267,Gazipur Distributor,23.8738,90.3984,No,60000
11-Mar-26,SR-51,Uttara-3,Hasan Traders,13:58:04,14:06:36,Matched,Electronics,Vision LED TV 43,25,5604,140100,13,Confirmed,Credit,SHOP-7170,ORD-839093,Dhaka North Depot,23.8759,90.3795,No,40000
19-Mar-26,SR-92,Dhanmondi,Azad Store,09:11:37,09:33:10,Matched,Kitchenware,RFL Rice Container,13,239,3107,7,Confirmed,Credit,SHOP-5062,ORD-874945,Dhaka South Depot,23.7461,90.3742,No,40000
29-Mar-26,SR-114,Dhanmondi,Hasan Traders,09:57:36,10:06:57,Matched,Household,RFL Mop Set,17,5364,91188,18,Confirmed,Credit,SHOP-4981,ORD-173912,Narayanganj Hub,23.7461,90.3742,No,60000
14-Mar-26,SR-60,Narayanganj,Omar Store,16:39:08,16:49:13,Weak,Kitchenware,RFL Food Carrier,3,228,684,26,Pending,Cash,SHOP-9717,ORD-351567,Gazipur Distributor,23.6238,90.5,No,60000
07-Mar-26,SR-84,Narayanganj,Karim Store,09:08:02,09:27:46,Matched,Kitchenware,RFL Spice Box,7,5904,41328,18,Confirmed,Credit,SHOP-9856,ORD-785305,Gazipur Distributor,23.6238,90.5,No,30000
08-Mar-26,SR-27,Savar,Amin Variety,09:09:40,09:15:38,Weak,Household,RFL Mop Set,18,1888,33984,31,Confirmed,Credit,SHOP-7876,ORD-500883,Chittagong Depot,23.8583,90.2667,No,60000
12-Mar-26,SR-12,Narayanganj,New Market Traders,14:06:59,14:13:09,Matched,Electronics,Vision Fan,23,1862,42826,54,Confirmed,bKash,SHOP-3949,ORD-423418,Gazipur Distributor,23.6238,90.5,No,50000
16-Mar-26,SR-117,Savar,Tanzim Traders,10:53:05,10:59:36,Weak,Kitchenware,RFL Rice Container,14,5038,70532,29,Pending,bKash,SHOP-8739,ORD-105726,Dhaka South Depot,23.8583,90.2667,No,30000
17-Mar-26,SR-149,Dhanmondi,Green Valley Shop,14:48:27,15:07:12,Matched,Electronics,Vision LED TV 43,13,4305,55965,54,Pending,Credit,SHOP-5928,ORD-458300,Dhaka North Depot,23.7461,90.3742,No,40000
13-Mar-26,SR-70,Savar,Hasan Traders,09:56:21,10:15:41,Weak,Household,RFL Dustbin,13,227,2951,12,Confirmed,Nagad,SHOP-8477,ORD-926250,Gazipur Distributor,23.8583,90.2667,No,40000
09-Mar-26,SR-101,Uttara-10,Green Valley Shop,13:32:23,13:56:52,Matched,Electronics,Vision LED TV 43,6,1213,7278,20,Cancelled,Cash,SHOP-1235,ORD-378968,Gazipur Distributor,23.8738,90.3984,No,60000
09-Mar-26,SR-1,Narayanganj,Al Madina Shop,09:21:45,09:46:04,Matched,Plastics,RFL Storage Box,25,5410,135250,25,Pending,bKash,SHOP-2858,ORD-776011,Narayanganj Hub,23.6238,90.5,No,50000
03-Mar-26,SR-27,Mohammadpur,Tanzim Traders,14:41:54,14:50:45,Matched,Kitchenware,RFL Rice Container,20,1310,26200,28,Confirmed,Credit,SHOP-4198,ORD-883496,Gazipur Distributor,23.757,90.358,No,40000
24-Mar-26,SR-69,Mirpur-1,Al Madina Shop,13:00:37,13:25:54,Not Matched,Household,RFL Mop Set,10,5641,56410,20,Confirmed,Credit,SHOP-4809,ORD-769674,Dhaka North Depot,23.8041,90.3556,No,50000
02-Mar-26,SR-110,Gazipur,Brothers Store,12:41:57,12:59:16,Matched,Electronics,Vision LED TV 43,20,3833,76660,60,Confirmed,Cash,SHOP-5571,ORD-301823,Dhaka North Depot,24.0023,90.4264,No,60000
03-Mar-26,SR-28,Narayanganj,New Market Traders,15:52:03,16:14:53,Matched,Household,RFL Laundry Basket,22,4508,99176,12,Confirmed,Credit,SHOP-5334,ORD-171702,Dhaka North Depot,23.6238,90.5,No,30000
06-Mar-26,SR-68,Gazipur,Tanzim Traders,13:43:32,14:01:54,Weak,Kitchenware,RFL Rice Container,2,4493,8986,28,Confirmed,Cash,SHOP-2787,ORD-801068,Gazipur Distributor,24.0023,90.4264,No,60000
14-Mar-26,SR-53,Dhanmondi,Karim Store,16:28:06,16:51:49,Matched,Plastics,RFL Storage Box,8,283,2264,5,Confirmed,Credit,SHOP-4669,ORD-457665,Narayanganj Hub,23.7461,90.3742,No,40000
23-Mar-26,SR-115,Uttara-3,Azad Store,12:53:17,13:03:08,Matched,Plastics,RFL Storage Box,21,4384,92064,48,Confirmed,Credit,SHOP-6106,ORD-877861,Dhaka South Depot,23.8759,90.3795,No,30000
17-Mar-26,SR-39,Mirpur-10,Karim Store,09:31:02,09:49:16,Matched,Plastics,RFL 20L Bucket,21,2536,53256,17,Cancelled,Nagad,SHOP-2837,ORD-257327,Chittagong Depot,23.8067,90.3687,No,40000
14-Mar-26,SR-143,Narayanganj,Sadia Store,15:35:41,15:59:09,Matched,Kitchenware,RFL Rice Container,1,4327,4327,12,Confirmed,bKash,SHOP-9143,ORD-894865,Gazipur Distributor,23.6238,90.5,Yes,30000
14-Mar-26,SR-30,Uttara-3,Green Valley Shop,09:26:09,09:42:41,Not Matched,Electronics,Vision LED TV 43,12,3050,36600,60,Cancelled,Nagad,SHOP-1699,ORD-598097,Dhaka North Depot,23.8759,90.3795,No,50000
06-Mar-26,SR-122,Dhanmondi,Amin Variety,14:35:01,14:52:23,Matched,Furniture,RFL Wardrobe,18,2040,36720,14,Confirmed,bKash,SHOP-4350,ORD-416260,Chittagong Depot,23.7461,90.3742,No,60000
04-Mar-26,SR-37,Dhanmondi,Sadia Store,16:19:42,16:32:03,Matched,Plastics,RFL Storage Box,6,3284,19704,8,Cancelled,Cash,SHOP-6710,ORD-212596,Chittagong Depot,23.7461,90.3742,No,40000
27-Mar-26,SR-88,Dhanmondi,City General Store,16:22:00,16:38:41,Not Matched,Household,RFL Mop Set,10,1180,11800,31,Cancelled,Cash,SHOP-2864,ORD-853720,Gazipur Distributor,23.7461,90.3742,No,60000
06-Mar-26,SR-50,Mirpur-10,Amin Variety,13:01:56,13:12:11,Matched,Electronics,Vision LED TV 43,22,3589,78958,56,Confirmed,Nagad,SHOP-5057,ORD-481698,Dhaka North Depot,23.8067,90.3687,No,40000
31-Mar-26,SR-49,Mirpur-10,Green Valley Shop,15:38:56,16:03:05,Matched,Kitchenware,RFL Food Carrier,15,656,9840,11,Confirmed,Nagad,SHOP-5816,ORD-563286,Dhaka South Depot,23.8067,90.3687,Yes,40000
25-Mar-26,SR-77,Gazipur,Green Valley Shop,09:42:12,09:58:52,Matched,Electronics,Vision LED TV 43,9,5675,51075,6,Confirmed,bKash,SHOP-4089,ORD-551587,Narayanganj Hub,24.0023,90.4264,No,30000
24-Mar-26,SR-116,Gazipur,Brothers Store,12:31:40,12:46:45,Matched,Household,RFL Laundry Basket,7,3192,22344,13,Cancelled,Nagad,SHOP-8121,ORD-293887,Chittagong Depot,24.0023,90.4264,No,30000
10-Mar-26,SR-123,Mohammadpur,Green Valley Shop,13:51:05,14:15:28,Matched,Kitchenware,RFL Rice Container,12,4027,48324,3,Cancelled,bKash,SHOP-7636,ORD-103875,Narayanganj Hub,23.757,90.358,No,40000
30-Mar-26,SR-77,Uttara-3,Brothers Store,14:03:36,14:16:41,Not Matched,Kitchenware,RFL Rice Container,19,5138,97622,32,Cancelled,Cash,SHOP-2189,ORD-286558,Chittagong Depot,23.8759,90.3795,No,50000
17-Mar-26,SR-56,Dhanmondi,City General Store,15:36:28,15:53:27,Matched,Plastics,RFL Water Jug,9,3779,34011,54,Cancelled,Cash,SHOP-3808,ORD-325671,Dhaka North Depot,23.7461,90.3742,No,30000
28-Mar-26,SR-140,Mirpur-1,Bismillah Store,11:22:35,11:30:40,Matched,Furniture,RFL Plastic Table,18,574,10332,24,Pending,Credit,SHOP-6452,ORD-646397,Dhaka South Depot,23.8041,90.3556,No,40000
01-Mar-26,SR-18,Narayanganj,Amin Variety,09:48:02,10:10:27,Matched,Electronics,Vision Fan,19,2705,51395,4,Cancelled,Cash,SHOP-8791,ORD-720823,Chittagong Depot,23.6238,90.5,No,60000
18-Mar-26,SR-95,Uttara-3,Maa Enterprise,16:20:24,16:29:02,Matched,Furniture,RFL Dining Table,11,1392,15312,26,Confirmed,bKash,SHOP-8669,ORD-350021,Gazipur Distributor,23.8759,90.3795,No,40000
24-Mar-26,SR-21,Gazipur,Al Madina Shop,16:41:33,16:49:09,Not Matched,Plastics,RFL 20L Bucket,7,4953,34671,40,Cancelled,bKash,SHOP-8667,ORD-285503,Narayanganj Hub,24.0023,90.4264,No,60000
24-Mar-26,SR-88,Dhanmondi,Bismillah Store,09:43:04,10:02:04,Weak,Furniture,RFL Dining Table,12,2325,27900,50,Confirmed,Cash,SHOP-4221,ORD-780441,Gazipur Distributor,23.7461,90.3742,Yes,50000
02-Mar-26,SR-133,Narayanganj,Sadia Store,13:03:02,13:10:52,Matched,Kitchenware,RFL Food Carrier,24,2438,58512,58,Pending,Cash,SHOP-8106,ORD-321518,Gazipur Distributor,23.6238,90.5,No,50000
10-Mar-26,SR-48,Mohammadpur,Maa Enterprise,16:19:43,16:38:43,Matched,Furniture,RFL Dining Table,13,4338,56394,3,Confirmed,bKash,SHOP-6211,ORD-355049,Dhaka South Depot,23.757,90.358,No,60000
13-Mar-26,SR-20,Savar,Amin Variety,13:36:22,13:56:16,Matched,Household,RFL Dustbin,20,4890,97800,59,Confirmed,bKash,SHOP-3082,ORD-692016,Narayanganj Hub,23.8583,90.2667,No,60000
10-Mar-26,SR-55,Savar,City General Store,14:29:35,14:53:18,Matched,Plastics,RFL Plastic Chair,8,2457,19656,3,Confirmed,Nagad,SHOP-9997,ORD-490905,Gazipur Distributor,23.8583,90.2667,No,30000
02-Mar-26,SR-21,Uttara-3,Azad Store,10:14:02,10:28:10,Matched,Furniture,RFL Dining Table,5,5977,29885,49,Pending,Cash,SHOP-7347,ORD-115148,Narayanganj Hub,23.8759,90.3795,No,40000
07-Mar-26,SR-31,Uttara-3,City General Store,10:30:23,10:38:27,Matched,Household,RFL Laundry Basket,21,909,19089,44,Confirmed,Credit,SHOP-5712,ORD-363504,Chittagong Depot,23.8759,90.3795,No,40000
12-Mar-26,SR-3,Mirpur-10,Maa Enterprise,15:24:38,15:30:23,Matched,Electronics,Vision LED TV 43,8,5313,42504,14,Pending,Cash,SHOP-4423,ORD-683981,Chittagong Depot,23.8067,90.3687,No,40000
31-Mar-26,SR-26,Mohammadpur,Maa Enterprise,09:30:27,09:43:38,Matched,Household,RFL Dustbin,16,1382,22112,16,Cancelled,Cash,SHOP-4593,ORD-637842,Dhaka North Depot,23.757,90.358,No,30000
24-Mar-26,SR-119,Chittagong,Azad Store,11:06:30,11:28:46,Matched,Electronics,Vision LED TV 32,2,4410,8820,18,Confirmed,Nagad,SHOP-9050,ORD-929744,Chittagong Depot,22.3569,91.7832,No,50000
20-Mar-26,SR-107,Chittagong,Brothers Store,09:27:41,09:51:00,Matched,Kitchenware,RFL Rice Container,23,612,14076,0,Pending,bKash,SHOP-7154,ORD-949494,Gazipur Distributor,22.3569,91.7832,No,30000
28-Mar-26,SR-1,Narayanganj,City General Store,13:06:44,13:24:45,Matched,Furniture,RFL Dining Table,17,3823,64991,46,Confirmed,Nagad,SHOP-5994,ORD-811022,Chittagong Depot,23.6238,90.5,No,40000
10-Mar-26,SR-37,Narayanganj,New Market Traders,12:18:55,12:24:00,Matched,Kitchenware,RFL Food Carrier,9,5169,46521,12,Cancelled,Nagad,SHOP-1518,ORD-921936,Dhaka South Depot,23.6238,90.5,No,60000
25-Mar-26,SR-45,Uttara-3,Green Valley Shop,15:19:06,15:32:19,Matched,Electronics,Vision LED TV 32,18,3380,60840,53,Confirmed,Cash,SHOP-2855,ORD-812613,Dhaka North Depot,23.8759,90.3795,No,50000
14-Mar-26,SR-91,Chittagong,Omar Store,10:13:58,10:31:51,Not Matched,Furniture,RFL Wardrobe,18,3775,67950,35,Pending,bKash,SHOP-4558,ORD-110492,Dhaka North Depot,22.3569,91.7832,No,30000
07-Mar-26,SR-84,Narayanganj,Karim Store,10:09:43,10:27:29,Matched,Plastics,RFL Plastic Chair,11,4881,53691,48,Pending,bKash,SHOP-8032,ORD-559451,Chittagong Depot,23.6238,90.5,No,60000
07-Mar-26,SR-61,Mirpur-1,Azad Store,11:22:34,11:39:30,Matched,Household,RFL Dustbin,17,6000,102000,38,Cancelled,bKash,SHOP-4096,ORD-283068,Narayanganj Hub,23.8041,90.3556,No,60000
15-Mar-26,SR-128,Mohammadpur,Hasan Traders,11:00:12,11:18:07,Matched,Household,RFL Mop Set,23,3548,81604,48,Pending,Credit,SHOP-2296,ORD-668895,Dhaka South Depot,23.757,90.358,No,30000
25-Mar-26,SR-7,Uttara-10,City General Store,12:16:54,12:33:25,Weak,Kitchenware,RFL Food Carrier,21,3487,73227,35,Confirmed,Nagad,SHOP-9812,ORD-493661,Narayanganj Hub,23.8738,90.3984,No,50000
14-Mar-26,SR-64,Mirpur-10,Hasan Traders,11:33:30,11:59:13,Not Matched,Furniture,RFL Plastic Table,5,2080,10400,32,Cancelled,Nagad,SHOP-5642,ORD-190463,Gazipur Distributor,23.8067,90.3687,No,50000
15-Mar-26,SR-63,Uttara-10,Bismillah Store,15:51:19,16:04:31,Matched,Kitchenware,RFL Spice Box,24,4819,115656,5,Cancelled,Nagad,SHOP-9912,ORD-236425,Dhaka South Depot,23.8738,90.3984,No,60000
27-Mar-26,SR-16,Savar,Hasan Traders,11:39:08,12:01:52,Matched,Kitchenware,RFL Spice Box,9,2417,21753,10,Confirmed,Credit,SHOP-6307,ORD-313889,Dhaka North Depot,23.8583,90.2667,No,30000
11-Mar-26,SR-50,Uttara-3,Karim Store,09:43:00,09:59:15,Weak,Furniture,RFL Plastic Table,15,3832,57480,16,Confirmed,Cash,SHOP-1706,ORD-828775,Narayanganj Hub,23.8759,90.3795,Yes,60000
04-Mar-26,SR-73,Mirpur-10,Al Madina Shop,15:31:31,15:55:00,Matched,Plastics,RFL Water Jug,17,2383,40511,22,Cancelled,Nagad,SHOP-2954,ORD-496403,Gazipur Distributor,23.8067,90.3687,No,30000
20-Mar-26,SR-131,Mirpur-1,Bismillah Store,16:49:55,17:01:01,Matched,Furniture,RFL Dining Table,13,185,2405,14,Pending,Cash,SHOP-1915,ORD-535367,Chittagong Depot,23.8041,90.3556,No,30000
30-Mar-26,SR-34,Chittagong,Rahman Traders,12:03:13,12:27:48,Matched,Household,RFL Laundry Basket,10,789,7890,59,Pending,bKash,SHOP-1284,ORD-401665,Chittagong Depot,22.3569,91.7832,No,30000
28-Mar-26,SR-11,Uttara-10,Omar Store,11:53:18,12:15:58,Matched,Plastics,RFL Storage Box,7,4225,29575,32,Confirmed,bKash,SHOP-6019,ORD-785139,Dhaka North Depot,23.8738,90.3984,No,50000
25-Mar-26,SR-53,Gazipur,New Market Traders,09:37:15,09:52:17,Matched,Plastics,RFL Water Jug,21,4998,104958,17,Pending,bKash,SHOP-5918,ORD-380653,Narayanganj Hub,24.0023,90.4264,No,50000
17-Mar-26,SR-27,Mohammadpur,New Market Traders,09:21:19,09:39:50,Matched,Plastics,RFL Plastic Chair,7,3393,23751,32,Confirmed,bKash,SHOP-8309,ORD-443312,Dhaka North Depot,23.757,90.358,No,40000
29-Mar-26,SR-119,Mirpur-1,Green Valley Shop,09:03:28,09:29:17,Matched,Household,RFL Mop Set,13,2693,35009,0,Pending,bKash,SHOP-9927,ORD-370482,Dhaka North Depot,23.8041,90.3556,No,40000
05-Mar-26,SR-92,Uttara-3,Amin Variety,12:49:18,13:13:53,Not Matched,Plastics,RFL Storage Box,21,2452,51492,56,Cancelled,Cash,SHOP-8174,ORD-493649,Chittagong Depot,23.8759,90.3795,No,60000
14-Mar-26,SR-92,Chittagong,Sadia Store,09:21:29,09:44:09,Matched,Plastics,RFL Storage Box,17,3276,55692,3,Pending,Nagad,SHOP-5962,ORD-231354,Gazipur Distributor,22.3569,91.7832,No,50000
04-Mar-26,SR-47,Narayanganj,Tanzim Traders,13:09:48,13:28:27,Weak,Plastics,RFL Storage Box,13,1237,16081,41,Cancelled,bKash,SHOP-3115,ORD-583394,Dhaka South Depot,23.6238,90.5,No,60000
23-Mar-26,SR-119,Mirpur-1,City General Store,11:16:18,11:23:45,Matched,Kitchenware,RFL Rice Container,5,5104,25520,40,Confirmed,bKash,SHOP-3592,ORD-371248,Dhaka North Depot,23.8041,90.3556,No,60000
19-Mar-26,SR-130,Uttara-3,Green Valley Shop,11:24:54,11:40:31,Matched,Furniture,RFL Plastic Table,4,3043,12172,1,Cancelled,bKash,SHOP-5761,ORD-532362,Chittagong Depot,23.8759,90.3795,No,50000
16-Mar-26,SR-7,Mirpur-10,New Market Traders,14:14:04,14:31:17,Matched,Household,RFL Mop Set,7,312,2184,0,Confirmed,bKash,SHOP-5080,ORD-100126,Gazipur Distributor,23.8067,90.3687,No,60000
22-Mar-26,SR-65,Narayanganj,New Market Traders,09:40:35,09:49:26,Not Matched,Furniture,RFL Dining Table,1,4729,4729,28,Cancelled,bKash,SHOP-9375,ORD-877446,Gazipur Distributor,23.6238,90.5,No,30000
01-Mar-26,SR-27,Narayanganj,Sadia Store,15:07:46,15:21:32,Matched,Electronics,Vision LED TV 32,23,3775,86825,38,Pending,Nagad,SHOP-1620,ORD-656169,Narayanganj Hub,23.6238,90.5,No,30000
08-Mar-26,SR-112,Savar,City General Store,11:47:37,11:54:46,Matched,Kitchenware,RFL Food Carrier,20,5584,111680,0,Confirmed,Cash,SHOP-1079,ORD-506231,Dhaka North Depot,23.8583,90.2667,No,30000
07-Mar-26,SR-117,Dhanmondi,City General Store,12:00:02,12:25:30,Weak,Kitchenware,RFL Rice Container,17,1048,17816,13,Pending,Cash,SHOP-6702,ORD-517808,Chittagong Depot,23.7461,90.3742,No,40000
12-Mar-26,SR-18,Dhanmondi,Rahman Traders,12:18:51,12:41:34,Matched,Household,RFL Laundry Basket,11,252,2772,42,Cancelled,Cash,SHOP-6676,ORD-380099,Dhaka South Depot,23.7461,90.3742,No,50000
27-Mar-26,SR-64,Gazipur,Karim Store,13:23:16,13:29:14,Not Matched,Furniture,RFL Wardrobe,6,3233,19398,56,Cancelled,Nagad,SHOP-7831,ORD-182996,Narayanganj Hub,24.0023,90.4264,No,40000
16-Mar-26,SR-10,Narayanganj,Omar Store,09:35:06,09:43:10,Matched,Furniture,RFL Wardrobe,15,4339,65085,60,Confirmed,Nagad,SHOP-4918,ORD-781590,Chittagong Depot,23.6238,90.5,No,40000
16-Mar-26,SR-68,Mirpur-1,Tanzim Traders,14:09:05,14:27:30,Not Matched,Electronics,Vision Fan,2,1413,2826,39,Cancelled,Nagad,SHOP-1505,ORD-844711,Dhaka South Depot,23.8041,90.3556,No,60000
23-Mar-26,SR-107,Uttara-3,Brothers Store,10:54:27,11:09:22,Matched,Electronics,Vision LED TV 43,7,3637,25459,42,Pending,Credit,SHOP-5191,ORD-590889,Dhaka South Depot,23.8759,90.3795,No,60000
23-Mar-26,SR-139,Mohammadpur,Omar Store,14:03:44,14:20:09,Matched,Electronics,Vision LED TV 32,14,1973,27622,39,Pending,Nagad,SHOP-2145,ORD-741495,Dhaka North Depot,23.757,90.358,No,50000
01-Mar-26,SR-113,Mirpur-1,Maa Enterprise,15:59:43,16:24:34,Matched,Kitchenware,RFL Rice Container,18,3834,69012,27,Pending,Cash,SHOP-9036,ORD-250266,Gazipur Distributor,23.8041,90.3556,No,60000
05-Mar-26,SR-9,Mirpur-1,Al Madina Shop,16:15:23,16:32:27,Matched,Furniture,RFL Plastic Table,14,3241,45374,7,Confirmed,bKash,SHOP-7919,ORD-502131,Dhaka South Depot,23.8041,90.3556,No,60000
07-Mar-26,SR-42,Gazipur,City General Store,10:13:26,10:22:04,Matched,Kitchenware,RFL Rice Container,1,4434,4434,29,Pending,bKash,SHOP-6507,ORD-562131,Chittagong Depot,24.0023,90.4264,No,50000
02-Mar-26,SR-94,Mohammadpur,Al Madina Shop,15:54:27,16:01:35,Matched,Electronics,Vision LED TV 43,16,3192,51072,25,Confirmed,Cash,SHOP-5087,ORD-499348,Gazipur Distributor,23.757,90.358,No,50000
27-Mar-26,SR-88,Narayanganj,Bismillah Store,16:47:03,17:11:08,Matched,Plastics,RFL Storage Box,15,1594,23910,49,Confirmed,Credit,SHOP-5195,ORD-227957,Dhaka North Depot,23.6238,90.5,No,40000
25-Mar-26,SR-56,Mohammadpur,Karim Store,10:06:44,10:30:40,Matched,Household,RFL Laundry Basket,19,968,18392,25,Confirmed,Nagad,SHOP-6611,ORD-595031,Gazipur Distributor,23.757,90.358,No,60000
10-Mar-26,SR-109,Mohammadpur,Azad Store,10:19:28,10:42:13,Matched,Household,RFL Mop Set,25,5315,132875,4,Confirmed,bKash,SHOP-8560,ORD-480347,Chittagong Depot,23.757,90.358,No,60000
20-Mar-26,SR-55,Savar,Sadia Store,10:37:48,11:01:00,Matched,Furniture,RFL Plastic Table,7,4485,31395,44,Confirmed,Nagad,SHOP-4291,ORD-934115,Dhaka South Depot,23.8583,90.2667,No,30000
05-Mar-26,SR-71,Uttara-3,Green Valley Shop,15:33:36,15:51:28,Not Matched,Electronics,Vision LED TV 43,11,4737,52107,58,Confirmed,Cash,SHOP-5809,ORD-576157,Dhaka North Depot,23.8759,90.3795,No,60000
24-Mar-26,SR-19,Narayanganj,Hasan Traders,12:49:04,13:11:20,Matched,Electronics,Vision LED TV 32,5,267,1335,2,Pending,bKash,SHOP-2134,ORD-954965,Gazipur Distributor,23.6238,90.5,No,60000
30-Mar-26,SR-54,Dhanmondi,City General Store,14:07:55,14:30:43,Matched,Kitchenware,RFL Spice Box,21,2582,54222,34,Confirmed,Credit,SHOP-9495,ORD-468225,Dhaka South Depot,23.7461,90.3742,No,40000
04-Mar-26,SR-76,Narayanganj,Brothers Store,13:57:15,14:13:26,Matched,Plastics,RFL 20L Bucket,1,2969,2969,40,Confirmed,Cash,SHOP-6623,ORD-657706,Chittagong Depot,23.6238,90.5,No,30000
25-Mar-26,SR-142,Dhanmondi,City General Store,12:39:31,12:57:55,Matched,Household,RFL Mop Set,7,3460,24220,14,Confirmed,Cash,SHOP-4553,ORD-259676,Narayanganj Hub,23.7461,90.3742,Yes,60000
15-Mar-26,SR-19,Mirpur-1,Omar Store,09:42:30,10:04:29,Matched,Plastics,RFL Plastic Chair,16,2895,46320,35,Confirmed,Credit,SHOP-9546,ORD-368371,Dhaka South Depot,23.8041,90.3556,No,60000
30-Mar-26,SR-42,Mohammadpur,Rahman Traders,16:33:03,16:49:31,Matched,Household,RFL Dustbin,20,2243,44860,20,Confirmed,Credit,SHOP-6964,ORD-280547,Chittagong Depot,23.757,90.358,No,30000
23-Mar-26,SR-48,Mirpur-10,Tanzim Traders,16:59:50,17:19:48,Matched,Electronics,Vision Fan,13,5976,77688,32,Confirmed,Credit,SHOP-1629,ORD-698532,Dhaka South Depot,23.8067,90.3687,No,50000
12-Mar-26,SR-135,Uttara-3,Azad Store,14:13:29,14:34:36,Not Matched,Electronics,Vision LED TV 32,25,957,23925,24,Cancelled,Nagad,SHOP-8712,ORD-888803,Gazipur Distributor,23.8759,90.3795,No,50000
